名字,性别,时间,评论,点赞数,回复数
troye尊,女,2020-06-03 22:30:25,姐姐抚慰了我被期末考试折磨的心灵，姐姐的视频好治愈[打call],4,0
竹宗,保密,2020-06-03 22:30:22,做好饭喊我，七七！,0,0
贪玩歌姬小妮子,男,2020-06-03 22:30:21,不行了，得想办法娶了这女人[哦呼],0,0
未盛开,女,2020-06-03 22:30:20,最喜欢的蔬菜——土豆，没有之一。,0,0
非典型积极废人,女,2020-06-03 22:30:18,@小萨超人,0,0
龙猫不太胖,保密,2020-06-03 22:30:14,我嘞个去，土豆是我的本命食物啊！[喜欢],0,0
MIT的萌新,保密,2020-06-03 22:30:13,YouTube刷完刷b站,0,0
Leger-,保密,2020-06-03 22:30:00,众所周知，子柒的视频不能晚上看。,0,0
可爱又迷人的都暻秀呀,保密,2020-06-03 22:29:47,怎么样都好看的柒娃儿，我们都懂的,0,0
喵星钓鱼佬_,保密,2020-06-03 22:29:38,土豆真是我的最爱了，超喜欢做成土豆泥或者蒸熟加点盐,0,0
我不吃药谢谢,保密,2020-06-03 22:29:31,最爱土豆,0,0
7888888,保密,2020-06-03 22:29:30,杯子美,0,0
塞满大脑,女,2020-06-03 22:29:13,我过的这这这…还是人的日子吗[doge],2,0
爱吃的胖子怎么了,保密,2020-06-03 22:29:12,这款不沾锅什么牌子什么型号的,0,0
罗翔律师,男,2020-06-03 22:29:11,唉，回想起食堂座位旁边的小姐姐不吃土豆丝，结果他自己去买烤肠了,0,0
-VDG-,男,2020-06-03 22:29:11,有古代的感觉，好棒,1,0
22Uu,保密,2020-06-03 22:28:58,第一次见紫色的土豆，想吃,0,0
TPF-FPF,保密,2020-06-03 22:28:53,哇馋死人了[星星眼][星星眼],2,0
松-rohana,女,2020-06-03 22:28:49,我爱土豆！！！,0,0
长河1号,保密,2020-06-03 22:28:33,我最服这把刀！,0,0
巧克力味的薯片,保密,2020-06-03 22:28:32,土豆赛高，超爱土豆[打call],0,0
Red_U,保密,2020-06-03 22:28:28,被考试虐心了一天，到子柒姐姐这里放松一下[大哭][大哭],1,0
我的猫猫去哪儿了,保密,2020-06-03 22:28:21,我就是土豆精！！！！！,0,0
古鲸亚目,保密,2020-06-03 22:28:07,她家怎么啥都有[热词系列_吹爆],0,0
星手枫,男,2020-06-03 22:28:04,你上我们的政治卷子了。[偷笑],1,0
peng胀,保密,2020-06-03 22:28:04,有网络？,0,0
几时先有猫,男,2020-06-03 22:28:00,来啦来啦，微博看完b站再来看一遍[星星眼],1,0
这是一只路路,女,2020-06-03 22:27:55,口水哗哗的,0,0
李某人2,保密,2020-06-03 22:27:55,没错，我喜欢李子柒,0,0
偷吃一口桃子,女,2020-06-03 22:27:50,我也爱土豆 绝了 怎么都好吃,0,0
苹果九块八,男,2020-06-03 22:27:47,炸土豆是我的最爱，土豆饼俺没吃过真的好吃吗看起来是黑暗料理啊,0,0
网友张顺爪巴,保密,2020-06-03 22:27:36,紫薯[doge],0,0
大木铁,保密,2020-06-03 22:27:31,看着婆婆我不由自主地眼睛泛酸，看子柒的视频很久了，看得到婆婆在老，不由自主地想念我的婆。愿婆婆百年，千年，无灾无病到永远,0,0
人间火龙果l,女,2020-06-03 22:27:29,更新啦更新啦,0,0
有幻无觉,男,2020-06-03 22:27:29,绝了,0,0
板鸭布洛妮娅,女,2020-06-03 22:27:27,看了子柒的视频，很多唯美的场景深深吸引了我，千言万语，都汇成了一句——这刀不错[doge],0,0
秦时Dian明月,男,2020-06-03 22:27:21,前排，让我上次热门[星星眼],1,0
巴旦木敲好吃,保密,2020-06-03 22:27:18,今天还想着土豆来着,0,0
原来是甜菜呀,保密,2020-06-03 22:27:12,姐姐我想去你家吃饭饭,0,0
被软禁の紅,保密,2020-06-03 22:27:11,馋哭了,0,0
独摇芝,保密,2020-06-03 22:27:03,萨沙正在来时的路上,0,0
Sophia茜拉Dale,女,2020-06-03 22:27:01,"辣椒土豆丝！
酸菜土豆泥！
 干香土豆坨坨！
腊肉笋片炒土豆！
  这些都是世间美味！",1,0
丁霸槽,保密,2020-06-03 22:26:57,小龙虾这样做会很腥，一定要油炸才行,0,0
是男人就该默默的白嫖,保密,2020-06-03 22:26:53,华农:是桃子自己掉的,0,0
清白者,保密,2020-06-03 22:26:49,B站算你有心啊这次，那么多期终于有首页通知书了,0,0
深深的声音,保密,2020-06-03 22:26:46,太馋了,0,0
CGH-贰戊,男,2020-06-03 22:26:45,大晚上的，直接上推荐，苍天不饶我，姐姐也不饶我[跪了],2,0
逃离的央央澈,男,2020-06-03 22:26:43,我看着麻麻放在厨房的一麻袋地蛋，露出了微笑,0,0
墨啊啊啊,保密,2020-06-03 22:26:40,我妈：小姑娘手咋受伤了！（真  妈妈粉的心疼）,1,0
Moliy_R,女,2020-06-03 22:26:39,女神我来了，先看第一遍[doge],0,0
文戈A,保密,2020-06-03 22:26:25,勤劳的双手，辛苦了。,0,0
独木桥Verse_,保密,2020-06-03 22:26:24,流量看视频，真的好卡啊，痛苦[大哭],0,0
surlentmkii,保密,2020-06-03 22:26:23,茶具链接在哪里？,0,0
迷途的sandwich,保密,2020-06-03 22:26:23,土豆爱好者被治愈了，也被馋哭了[热词系列_爱了爱了][热词系列_三连][热词系列_吹爆],0,0
兴趣使然的宅某,男,2020-06-03 22:26:20,求个同款茶杯的链接,0,0
IU比中奖更重要,女,2020-06-03 22:26:19,啊......每道菜我都好爱[跪了],0,0
ACX飒麻,保密,2020-06-03 22:26:11,想跟姐姐做邻居,0,0
青也阿竹,保密,2020-06-03 22:26:03,耶[胜利],0,0
初十八里,保密,2020-06-03 22:25:56,最后那一杯，是敬的她爸吗？也许吧！,0,1
咱不旷课,保密,2020-06-03 22:25:55,根据牛顿第三定律，加上网速的影响，bilibili的尿性，视频的热度，评论的数量，我的手速，还有高纬度生物和麒麟臂大佬出现的可能性，再加上此视频内容的争议性与不确定性对其他人的话题吸引力，得出结论，我应该不是1楼。,7,0
花狸理,保密,2020-06-03 22:25:48,腿受伤了？,0,0
探险的机械基,男,2020-06-03 22:25:38,今天语文考试考到了[滑稽],0,0
其乐不为,男,2020-06-03 22:25:37,洋芋[doge],0,0
小栋栋db,保密,2020-06-03 22:25:32,一个小时前，这是离姐姐最近的一次了,0,0
187的半边天,保密,2020-06-03 22:25:27,姐姐辛苦啦！,0,0
84445198911_bili,保密,2020-06-03 22:25:22,啊啊啊我就是土豆爱好者！复习压力大刷到这条视频开心多啦,0,0
柠安小萌,女,2020-06-03 22:25:19,这就是桃花源里的仙境生活了吧！[大哭],1,0
头上的刀刀,保密,2020-06-03 22:25:17,老婆你又更新了啊,0,0
Summer-惠娴,女,2020-06-03 22:25:14,我奶奶今年74岁了，多想像姐姐那样孝顺奶奶，我明年就毕业回家找工作啦，然后把奶奶接到大城市，让奶奶感受坐火车和出县，去外面的世界看一看。希望奶奶可以健健康康，不要生病，我还想多孝顺一些时日，这样我的人生就不会留下遗憾啦!,41,3
Lautismeee,保密,2020-06-03 22:25:09,旗袍好看,0,0
看dong恰柠檬,保密,2020-06-03 22:25:05,哇，真的，隔着屏幕都闻到花茶的香味,1,0
嗨皮璐,女,2020-06-03 22:24:55,姐姐做饭用刀要小心哦，手指切到的时候很痛叭，抱抱姐姐[拥抱][爱心],0,0
CuberW,男,2020-06-03 22:24:51,草木灰吗（K2CO3）,1,0
明月遥相寄,男,2020-06-03 22:24:32,等你好久了,0,0
--petrIchorq--,女,2020-06-03 22:24:32,啊啊啊啊啊姐姐更新了,0,0
H冻芯,保密,2020-06-03 22:24:28,山西不烂子，巴适的很,0,0
阿秋秋秋U,保密,2020-06-03 22:24:25,姐姐注意安全啊,0,0
姜维打鸡,男,2020-06-03 22:24:25,大半夜的，眼泪不争气的从嘴角流了出来,1,0
---满船请梦压星河,女,2020-06-03 22:24:23,我好想吐槽一下，弹幕是怎么能把乌洋芋认成紫薯的，明明和紫薯长的不一样，紫薯两头是尖的而且没有那么光滑，乌洋芋是圆的，为什么弹幕这么多认错的，这难道不是生活常识吗[笑哭][笑哭],6,3
响风,女,2020-06-03 22:24:17,没有人可以不爱土豆,0,0
杉培君,保密,2020-06-03 22:24:17,我只会土豆丝[大哭][大哭][大哭],0,0
仔仔猫啊,保密,2020-06-03 22:24:16,小土豆,0,0
染悠凡凡,保密,2020-06-03 22:24:07,看着看着就起床吃…个面,0,0
仙陈大,保密,2020-06-03 22:24:00,说实话，现在b站太多xxs了，就连引以为傲的弹幕的素质也变低了,1,0
嘬派青年,保密,2020-06-03 22:23:58,啊这？话说小翔哥粉丝比李子柒多，可这质量是差了十万八千里啊[偷笑],2,4
TAG丿,男,2020-06-03 22:23:51,仿佛世界正处于一片狼藉，只有此处心神才能得到宁静,0,0
龘龖大人,保密,2020-06-03 22:23:45,土豆 我的一生被安排的明明白白,1,0
今天石之海出预告了吗,男,2020-06-03 22:23:43,哈哈哈哈今天的菜品取名很70年代饭吧很外婆家的感觉~[打call][打call],0,0
十斤毛栗子,女,2020-06-03 22:23:39,我愿意吃仙女姐姐的剩饭[热词系列_知识增加],0,0
秀吉丶酱,男,2020-06-03 22:23:28,瞬间 首页？我不经 倒吸一口凉气，喃喃道：“此女 恐怖如斯，不可留啊”,0,0
我不瘦到九十斤不改名,保密,2020-06-03 22:23:25,啊 好棒,0,0
宫内荣华,男,2020-06-03 22:23:18,土豆真是万能呢 虽然到处都是，价格也便宜，但是味道也很好,0,0
今天也要努力生活啊,保密,2020-06-03 22:23:16,你终于来了[大哭]，每天就等你更新了,0,0
休伯利安-苦工,男,2020-06-03 22:23:13,羡慕,0,0
爱玩的Windsky,女,2020-06-03 22:23:08,农学马铃薯课题组的报道，黑色(其实是深紫色)的也是马铃薯，我们组里培育的最好吃的品种叫“深紫”，比较细长(圆柱体的感觉)，口感十分面，味道吃起来和紫薯会有点像(毕竟都是花青素比较多)，我们导师还说可以拿去敷面膜[喜极而泣]日常感叹柒爷真厉害[热词系列_吹爆],0,0
铁小柱斯基,女,2020-06-03 22:23:08,想念土豆丝[大哭][大哭][大哭],0,0
约当标准型,男,2020-06-03 22:22:43,土豆块炖鸡肉，起飞,0,0
一颗梁子,女,2020-06-03 22:22:40,姐姐手怎么了,0,0
娃娃小宝宝,女,2020-06-03 22:22:36,土豆星人爱了[喜欢],0,0
我的账号回不来了555,保密,2020-06-03 22:22:35,刚在微博上看到，还想着B站什么时候能有，这就来了~~~,0,0
心心念念苜苜兮兮,保密,2020-06-03 22:22:26,我爱您，我什么时候才能娶到你啊,0,0
Cm_ily,保密,2020-06-03 22:22:17,她真的好像樱空桃啊[doge],0,0
zqikun样,保密,2020-06-03 22:22:16,还有洋芋干儿，炖腊肉吃，倍儿香,0,0
畹华-,保密,2020-06-03 22:22:12,"李子柒，听好了，
要好照顾自己，
小心点手，别受伤了
晚上少熬夜，
不然我会心疼的[傲娇]
祝奶奶身体健康[tv_可爱]",0,0
都不知道叫什么好了呢,保密,2020-06-03 22:22:01,香死了,0,0
Kevindrant,男,2020-06-03 22:22:00,开头我懵逼了，我还纳闷放的什么面粉，炸着吃，才搞懂是种地里啊,0,0
无ID啊,男,2020-06-03 22:21:56,真的是神仙姐姐[星星眼],1,0
文斯卡特无上荣耀,男,2020-06-03 22:21:54,"日常挂彩，搞一个浇水的设备被刀晃了！开始不吭声我们都没留意！好一会儿了才说“这血咋还在冒”我过去一看满手血，地上都是。说送她去诊所，她反而催我说“要去就搞快点，再晚点伤口都愈合了！”大夫给她清创，都清完准备包扎时还在往外不停冒血。她突然啊的大吼一声，我以为是疼的！心想这货不是挺能扛疼的现在晓得痛了吧！结果人家来一句“完球，这两天是莫法吃小龙虾了！”
复制粘贴与柒的助理",0,0
阿雨在干嘛,男,2020-06-03 22:21:44,来了！！！！！,0,0
Dr-Gao,男,2020-06-03 22:21:29,为啥每次都是晚上发视频[笑哭],0,0
青青子佩66,女,2020-06-03 22:21:28,我们今天考英语，英语文章有一是关于子柒的，我看都没看文章就直接写题了，因为我都了解😂,2,0
银河护卫队队长芒果,女,2020-06-03 22:21:24,那黑的我以为是紫薯，骚瑞我太无知了[doge],0,1
养德如玉,保密,2020-06-03 22:21:20,忙，草本茶，土豆……都是元素，不是大家的期待，大家想的，都是要子柒还是从容淡定的子柒，从从容容的做自己想做的事，且读且行……,0,0
亚西吉zei,男,2020-06-03 22:21:14,晚上不能看这视频，饿死我了,0,0
丫路基啥也不是,男,2020-06-03 22:20:50,"育碧：🙌没有人
           👐比我
           👌更懂
           ☝️土豆🥔",1,0
sm0king,保密,2020-06-03 22:20:44,手指怎么了？切土豆切到手了？,0,0
D-Beau,男,2020-06-03 22:20:38,没人可以拒绝土豆 最爱土豆泥炸酱面,0,0
秋风笙笙,男,2020-06-03 22:20:33,不烂子（山药丸子），有山西人吗[打call],0,0
艳洋i,保密,2020-06-03 22:20:28,棒棒,0,0
酱油君哈,保密,2020-06-03 22:20:28,土豆，我爱了！,0,0
爱因哦,保密,2020-06-03 22:20:20,我我我，还是没赶到[大哭][大哭][大哭],1,0
才与文和,保密,2020-06-03 22:20:19,这几天，每天首推都是美国暴乱，子柒在这个时候发布的新作让我终于想起来世界上还有很多的美好与祥和……,0,0
秋葵dip山葵,保密,2020-06-03 22:20:10,超棒的喜欢吃土豆饼可是没有一次弄成功[喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣],0,0
内向的老实人,保密,2020-06-03 22:20:09,上传50分钟后，终于上热搜了。,0,0
遈青,保密,2020-06-03 22:19:58,好爱姐姐❤️,0,0
巭孬嫑装逼VIP,男,2020-06-03 22:19:58,我的家乡陕北爱吃洋芋擦擦,0,0
StanMalik,保密,2020-06-03 22:19:58,我最喜欢吃炸洋芋了！！,0,0
uchihasasuke21,女,2020-06-03 22:19:54,正在刷油管，才两小时播放过50万了[点赞],0,0
不动星羽,保密,2020-06-03 22:19:50,这生活真的巴适得板,0,0
成都徐哥哥,男,2020-06-03 22:19:50,那个红洋芋出轨紫薯了[呲牙][呲牙][呲牙],0,0
庸人自扰kwan,女,2020-06-03 22:19:43,土豆泥，干煸土豆都巨好吃，喜欢土豆，但是土豆太容易发胖了,0,0
daheww,保密,2020-06-03 22:19:33,好忧伤的一期,0,0
不资道取什么昵称,保密,2020-06-03 22:19:18,我喜欢那个杯子，蹲一个课代表[微笑],0,0
没有下雨也没有猫,保密,2020-06-03 22:19:15,听到婆婆说那个土豆丝是子柒爸爸爱吃的时候 恍然明白为什么叫想念 突如其来的泪目[大哭],0,0
小旧zi,女,2020-06-03 22:19:14,我超爱土豆 除了土豆丝都爱！,0,0
美梦成假,保密,2020-06-03 22:19:13,乌芋头可好吃了(不是紫薯啊！这俩不一样的),0,0
白吃小笨蛋,保密,2020-06-03 22:19:12,姐姐干活要小心呀都受伤了，最后那碗砂锅土豆粉真是太诱人了[呲牙]。,4,0
理论上的鱼,保密,2020-06-03 22:19:06,居然更新了！！！,0,0
长脖子鹿和小头星人,女,2020-06-03 22:18:58,啊啊啊啊姐姐真的什么都会[大哭],0,0
Dz-r,保密,2020-06-03 22:18:57,！[热词系列_三连],0,0
陈乄乄,保密,2020-06-03 22:18:51,来了来了,0,0
哔哩哔哩111111666666,保密,2020-06-03 22:18:50,爱吃加一,0,0
小小刘姥姥,保密,2020-06-03 22:18:43,来了来了,1,0
はる球団-小丑,保密,2020-06-03 22:18:42,没有人不爱土豆！！！,0,0
鱼沉了,女,2020-06-03 22:18:36,我觉得桃子的品种好好啊，我家桃子到现在都还是小小的一个😂,0,0
Coulson_YIng,保密,2020-06-03 22:18:35,想看子柒姐姐做各种关于辣椒的美食，求翻牌[呲牙][呲牙],0,0
翠花和萌仔,保密,2020-06-03 22:18:14,什么时候养头牛，在自己宰了吃，那就完美了[调皮],0,0
CapitainSC,保密,2020-06-03 22:18:09,过着我们渴望却不一定能过得精彩的生活，愿你永远开心快乐,0,0
金鱼花火パ,女,2020-06-03 22:18:03,最喜欢土豆了🥔,0,0
一起跳个舞吧,保密,2020-06-03 22:18:03,紫薯好吃的！,0,0
赵先森彡彡彡,男,2020-06-03 22:18:00,紫色的好吃,0,0
哈尔墨的梨,男,2020-06-03 22:17:55,"米斯嘎,木斯嘎,米老鼠.
妙妙嘿,妙妙嗨,妙妙呵,

哦，土豆！                                                         米老耗: 我们有耳朵，欢乐多多",2,1
是小王子哇_,女,2020-06-03 22:17:46,不争气的眼泪又从嘴角流下来,0,0
养德如玉,保密,2020-06-03 22:17:37,草本茶，可以做专题，大家有耐心，因为好东西总是需要用时间来沉淀,1,0
beingfish,保密,2020-06-03 22:17:35,我们今天考试考了子柒姐姐，我还错挺多，我有罪[酸了],0,0
周小船,保密,2020-06-03 22:17:35,这期换摄影了吧,0,0
靠脸恰饭的徐大王,保密,2020-06-03 22:17:33,土豆是茄科茄属马铃薯经人工选育的新品种，俗名黑土豆、紫土豆。适应性强，产量高，用途广。茎块含有蛋白质、脂肪、碳水化合物、钙、铁、磷、钾、镁等多种营养物质，其最大特点是富含花青素，具有增强人体免疫力、延缓衰老、增强体质、抗癌、美容和防止高血压等多种保健作用。紫色土豆既可配菜，也可做特色菜肴和蒸食，还是提取花青素的好原料,0,0
木九笙九,保密,2020-06-03 22:17:33,爱土豆 蒸土豆加沙拉酱,0,0
苑子文豪的弟弟吉祥,保密,2020-06-03 22:17:14,求喝茶的杯子,0,0
闻墨绯白,保密,2020-06-03 22:17:13,啊啊啊，最爱的食物之一。,0,0
木子清秋,保密,2020-06-03 22:17:12,今天我好前,0,0
神谷浩史是我的,保密,2020-06-03 22:17:02,日常想吃姐姐做的的菜。哭了。,0,0
风花雪夜在梦里,女,2020-06-03 22:16:46,总有一种土豆是你喜欢的[呲牙],0,0
南浔浅,女,2020-06-03 22:16:43,每次发都是热门了[吃瓜][吃瓜],0,0
是0372,女,2020-06-03 22:16:42,今天老师和我们提到了李子柒，说她是一个很伟大的网红，可惜同学们都不知道李子柒，听老师讲了之后还在下面偷偷地笑，真的一言难尽……[无语][无语],0,0
Blue_Surplus_yu,保密,2020-06-03 22:16:33,土豆真的是我永远都吃不腻的东西了,0,0
初音·未来的消失,保密,2020-06-03 22:16:30,[热词系列_知识增加],0,0
